latitude,subregion_aemet,altitude,site,name,synindic,longitude,district,city,subregion,region
38.3725,ALICANTE,81,8025,ALICANTE/ALACANT,08359,-0.49416666666666664,Alicante,Alicante,Alicante,Comunidad Valenciana
38.282777777777774,ALICANTE,43,8019,ALICANTE-ELCHE AEROPUERTO,08360,-0.5708333333333333,,Elche,Alicante,Comunidad Valenciana
38.78361111111111,ALICANTE,15,8050X,JÁVEA/ XÀBIA,08370,0.16777777777777778,,Jávea,Alicante,Comunidad Valenciana
39.98916666666667,CASTELLON,23,8501,CASTELLÓ DE LA PLANA,,-0.03222222222222222,Castellón,Castellón,Castellón,Comunidad Valenciana
39.95722222222223,CASTELLON,43,8500A,CASTELLÓN - ALMASSORA,08286,-0.07194444444444445,Almassora,Almassora,Castellón,Comunidad Valenciana
40.43333333333333,CASTELLON,1131,8489X,VILLAFRANCA DEL CID/VILLAFRANCA,08241,-0.25583333333333336,Villafranca del Cid,Villafranca del Cid,Castellón,Comunidad Valenciana
40.55416666666667,CASTELLON,111,8523X,VINARÒS,08239,0.4297222222222222,,Vinaròs,Castelló,Comunitat Valenciana
40.06722222222223,CUENCA,948,8096,CUENCA,08231,-2.1319444444444446,Cuenca,Cuenca,Cuenca,Castilla-La Mancha
40.35055555555556,TERUEL,900,8368U,TERUEL,08235,-1.1241666666666668,,Teruel,Teruel,Aragón
38.928888888888885,VALENCIA,5,8058X,OLIVA,08282,-0.09583333333333333,Platja d'Oliva,Oliva,Valencia,Comunidad Valenciana
39.18472222222222,VALENCIA,12,8325X,POLINYÀ DE XÚQUER,08287,-0.3719444444444444,,Polinyà de Xúquer,Valencia,Comunidad Valenciana
39.57555555555556,VALENCIA,758,8309X,UTIEL,08281,-1.2447222222222223,,Utiel,Valencia,Comunidad Valenciana
39.485,VALENCIA,56,8414A,VALENCIA AEROPUERTO,08284,-0.4747222222222222,,Manises,València,Comunitat Valenciana
39.480555555555554,VALENCIA,11,8416Y,"VALÈNCIA, VIVEROS",08285,-0.3663888888888889,Valencia,Valencia,Valencia,Comunidad Valenciana
39.480555555555554,VALENCIA,11,8416,VALÈNCIA,08285,-0.3663888888888889,Valencia,Valencia,Valencia,Comunidad Valenciana
39.001666666666665,VALENCIA,88,8293X,XÀTIVA,08290,-0.5236111111111111,Xàtiva,Xàtiva,València,Comunitat Valenciana
42.88194444444444,ARABA/ALAVA,513,9091O,FORONDA-TXOKIZA,08080,-2.735,,Vitoria,Álava,País Vasco
42.849722222222226,ARABA/ALAVA,521,9087,VITORIA AERÓDROMO,,-2.656111111111111,Vitoria,Vitoria,Álava,País Vasco
42.871944444444445,ARABA/ALAVA,513,9091R,VITORIA GASTEIZ AEROPUERTO,08080,-2.7327777777777778,,Vitoria,Álava,País Vasco
42.42111111111111,BURGOS,820,9111,BELORADO,08077,-3.1702777777777778,,Belorado,Burgos,Castilla y León
42.919999999999995,BURGOS,580,9051,MEDINA DE POMAR,08063,-3.4827777777777778,Medina de Pomar,Medina de Pomar,Burgos,Castilla y León
42.99194444444444,CANTABRIA,870,9001D,REINOSA,08032,-4.160555555555556,,Campoo de Enmedio,Cantabria,Cantabria
42.80638888888888,CANTABRIA,720,9019B,"VALDERREDIBLE, POLIENTES   ",08033,-3.933888888888889,,Valderredible,Cantabria,Cantabria
40.49861111111111,CASTELLON,1220,9563X,CASTELLFORT,08237,-0.18666666666666665,,Castellfort,Castellón,Comunidad Valenciana
42.3325,GIRONA,1703,9585,LA MOLINA,08117,1.9394444444444445,,Alp,Girona,Catalunya
42.70888888888889,HUESCA,1040,9208E,ARAGÜÉS DEL PUERTO,08095,-0.6730555555555555,,Aragüés del Puerto,Huesca,Aragón
42.63,HUESCA,992,9784P,BIELSA,08103,0.22472222222222224,,Bielsa,Huesca,Aragón
42.08444444444444,HUESCA,546,9898,"HUESCA, AEROPUERTO",08094,-0.32555555555555554,,Alcalá del Obispo,Huesca,Aragón
42.57888888888889,HUESCA,823,9201K,JACA,08091,-0.5469444444444445,Jaca,Jaca,Huesca,Aragón
42.626666666666665,HUESCA,1020,9814A,TORLA,08101,-0.11166666666666668,Torla,Torla-Ordesa,Huesca,Aragón
42.452222222222225,LA RIOJA,353,9170,"LOGROÑO, AEROPUERTO",08084,-2.331111111111111,Recajo,Agoncillo,La Rioja,La Rioja
42.35472222222222,LLEIDA,677,9619,LA SEU D'URGELL,08115,1.4630555555555556,La Seu d'Urgell,La Seu d'Urgell,Lleida,Catalunya
41.617222222222225,LLEIDA,199,9771,"LLEIDA, OBSERVATORIO",,0.6211111111111112,Lleida,Lleida,Lleida,Catalunya
41.626111111111115,LLEIDA,185,9771C,LLEIDA,08171,0.5980555555555556,Lleida,Lleida,Lleida,Catalunya
42.70027777777778,LLEIDA,1161,9990X,"NAUT ARAN, ARTIES ",08107,0.8769444444444445,,Naut Aran,Lleida,Catalunya
42.20527777777778,LLEIDA,807,9698U,TALARN,08112,0.8652777777777777,,Tremp,Lleida,Catalunya
41.650555555555556,LLEIDA,388,9720X,TÀRREGA,08173,1.1494444444444445,Tàrrega,Tàrrega,Lleida,Catalunya
42.77611111111111,NAVARRA,572,9263X,"ARANGUREN, ILUNDAIN  ",08089,-1.5325,Ilundáin,Aranguren,Navarra,Comunidad Foral de Navarra
42.198611111111106,NAVARRA,295,9294E,"BARDENAS REALES, BASE AÉREA",08087,-1.475277777777778,,Bardenas Reales,Navarra,Comunidad Foral de Navarra
42.206944444444446,NAVARRA,268,9283X,CADREITA,08153,-1.7113888888888888,,Alfaro,La Rioja,La Rioja
42.776944444444446,NAVARRA,459,9263D,"PAMPLONA, AEROPUERTO",08085,-1.65,,Noáin (Valle de Elorz),Navarra,Comunidad Foral de Navarra
42.81777777777778,NAVARRA,450,9262,PAMPLONA,,-1.6383333333333332,Pamplona,Pamplona,Navarra,Comunidad Foral de Navarra
40.82027777777778,TARRAGONA,50,9981A,ESTACIÓN DE TORTOSA (ROQUETES),08238,0.49333333333333335,,Roquetes,Tarragona,Catalunya
40.69916666666666,TARRAGONA,1,9987P,SANT JAUME D'ENVEJA,08240,0.81,,Sant Jaume d'Enveja,Tarragona,Catalunya
41.058055555555555,TERUEL,334,9573X,ALCAÑIZ,08164,-0.14166666666666666,,Alcañiz,Teruel,Aragón
40.865,TERUEL,932,9381,"CALAMOCHA, AERÓDROMO",,-1.305,,Fuentes Claras,Teruel,Aragón
40.92611111111111,TERUEL,890,9381I,CALAMOCHA,08233,-1.2933333333333332,Calamocha,Calamocha,Teruel,Aragón
40.946666666666665,TERUEL,466,9569A,CALANDA,08166,-0.23777777777777778,Calanda,Calanda,Teruel,Aragón
41.5225,ZARAGOZA,357,9576C,BUJARALOZ,08165,-0.17444444444444443,,La Almolda,Zaragoza,Aragón
41.33111111111111,ZARAGOZA,582,9394X,CALATAYUD,08156,-1.6452777777777778,,Calatayud,Zaragoza,Aragón
41.114444444444445,ZARAGOZA,779,9390,DAROCA,08157,-1.41,Daroca,Daroca,Zaragoza,Aragón
42.490833333333335,ZARAGOZA,626,9244X,SOS DEL REY CATÓLICO,08090,-1.213611111111111,,Sos del Rey Católico,Zaragoza,Aragón
41.660555555555554,ZARAGOZA,249,9434,"ZARAGOZA, AEROPUERTO",08160,-1.0041666666666667,,Zaragoza,Zaragoza,Aragón
41.62083333333334,ZARAGOZA,254,9434P,"ZARAGOZA, VALDESPARTERA",08159,-0.935,Zaragoza,Zaragoza,Zaragoza,Aragón
39.71666666666667,ILLES BALEARS,57,B569X,CAPDEPERA,08311,3.4780555555555557,,,,
39.82333333333334,ILLES BALEARS,490,B013X,"ESCORCA, LLUC",08304,2.8858333333333333,,Escorca,Illes Balears,Illes Balears
38.87638888888889,ILLES BALEARS,6,B954,"IBIZA, AEROPUERTO",08373,1.3844444444444444,,Sant Josep de sa Talaia,Illes Balears,Illes Balears
39.85472222222222,ILLES BALEARS,91,B893,"MENORCA, AEROPUERTO",08314,4.2155555555555555,,Mahón,Islas Baleares,Islas Baleares
39.56083333333333,ILLES BALEARS,8,B278,"PALMA DE MALLORCA, AEROPUERTO",08306,2.736666666666667,,Palma,Islas Baleares,Islas Baleares
39.555277777777775,ILLES BALEARS,3,B228,"PALMA, PUERTO",08301,2.625277777777778,Palma,Palma,Illes Balears,Illes Balears
39.52166666666667,ILLES BALEARS,120,B346X,PORRERES,08310,3.0191666666666666,,Porreres,Islas Baleares,Islas Baleares
39.41444444444444,ILLES BALEARS,17,B434X,PORTOCOLOM  ,08309,3.2716666666666665,Porto Colom,Felanitx,Islas Baleares,Islas Baleares
39.74916666666667,ILLES BALEARS,40,B691Y,SA POBLA,08312,3.0166666666666666,,Sa Pobla,Illes Balears,Illes Balears
39.735,ILLES BALEARS,1030,B248,"SIERRA DE ALFABIA, BUNYOLA",08303,2.7130555555555556,,Bunyola,Illes Balears,Illes Balears
28.44472222222222,LAS PALMAS,25,C249I,FUERTEVENTURA AEROPUERTO,60035,-13.863055555555555,,Puerto del Rosario,Las Palmas,Islas Canarias
27.91777777777778,LAS PALMAS,32,C649I,GRAN CANARIA AEROPUERTO,60030,-15.395277777777777,,Telde,Las Palmas,Islas Canarias
28.000833333333333,LAS PALMAS,10,C619I,LA ALDEA DE SAN NICOLÁS,60027,-15.81388888888889,,La Aldea de San Nicolás,Las Palmas,Islas Canarias
28.951944444444443,LAS PALMAS,14,C029O,LANZAROTE AEROPUERTO,60040,-13.600277777777777,,San Bartolomé,Las Palmas,Islas Canarias
28.113055555555558,LAS PALMAS,15,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",60032,-15.421388888888888,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Las Palmas,Islas Canarias
28.08972222222222,LAS PALMAS,55,C659H,"LAS PALMAS DE GRAN CANARIA, SAN CRISTOBAL",60029,-15.416111111111112,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Las Palmas,Islas Canarias
27.735833333333336,LAS PALMAS,6,C689E,MASPALOMAS,60037,-15.595833333333333,Montaña Blanca,San Bartolomé de Tirajana,Las Palmas,Islas Canarias
27.81638888888889,LAS PALMAS,10,C629X,"MOGÁN, PUERTO",60036,-15.764166666666666,Puerto de Mogán,Mogán,Las Palmas,Islas Canarias
28.049166666666668,LAS PALMAS,15,C229J,PÁJARA,60034,-14.358055555555556,Morro del Jable,Pájara,Las Palmas,Islas Canarias
29.231944444444444,LAS PALMAS,10,C839I,TEGUISE,,-13.501944444444444,Caleta de Sebo,Teguise,Las Palmas,Islas Canarias
28.31833333333333,STA. CRUZ DE TENERIFE,115,C439J,GÜÍMAR,60018,-16.38222222222222,,Güímar,Santa Cruz de Tenerife,Islas Canarias
27.81888888888889,STA. CRUZ DE TENERIFE,32,C929I,HIERRO AEROPUERTO,60001,-17.88888888888889,,Valverde,Santa Cruz de Tenerife,Islas Canarias
28.30888888888889,STA. CRUZ DE TENERIFE,2371,C430E,IZAÑA,60010,-16.499444444444446,,Güímar,Santa Cruz de Tenerife,Islas Canarias
28.633055555555558,STA. CRUZ DE TENERIFE,33,C139E,LA PALMA AEROPUERTO,60005,-17.755,,Breña Baja,Santa Cruz de Tenerife,Islas Canarias
28.418055555555558,STA. CRUZ DE TENERIFE,25,C459Z,PUERTO DE LA CRUZ,60012,-16.548055555555557,Puerto de la Cruz,Puerto de la Cruz,Santa Cruz de Tenerife,Islas Canarias
28.08972222222222,STA. CRUZ DE TENERIFE,15,C329Z,SAN SEBASTIÁN DE LA GOMERA,60008,-17.11138888888889,San Sebastián de la Gomera,San Sebastián de la Gomera,Santa Cruz de Tenerife,Islas Canarias
28.46333333333333,STA. CRUZ DE TENERIFE,35,C449C,STA.CRUZ DE TENERIFE,60020,-16.255277777777778,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Islas Canarias
28.59583333333333,STA. CRUZ DE TENERIFE,62,C129Z,TAZACORTE,60004,-17.915277777777778,,Tazacorte,Santa Cruz de Tenerife,Islas Canarias
28.4775,STA. CRUZ DE TENERIFE,632,C447A,TENERIFE NORTE AEROPUERTO,60015,-16.329444444444444,,San Cristóbal de La Laguna,Santa Cruz de Tenerife,Islas Canarias
28.046944444444446,STA. CRUZ DE TENERIFE,64,C429I,TENERIFE SUR AEROPUERTO,60025,-16.561111111111114,,Granadilla de Abona,Santa Cruz de Tenerife,Islas Canarias
